trang_dat,link_bai_viet,link_dat,gia,domain,ngay_dat,ctv
xsmb360.com,https://docs.google.com/document/d/1Z5An2g-RD-ZCa7DMIe4jtEdEcnHU94PwP3-PtO3ijOY/edit?usp=sharing,https://xsmb360.com/nhung-cong-game-xoc-dia-doi-tien-that-uy-tin-nhat/,500000,kubet.mov,12/1/2023,hi_aimee
